"","genus","common_name1","nutrient","id.x","food_desc","food_group","refuse","notes","value","units.x","trace","units.y","units","id.y","common_name2","scientific_name1","scientific_name2","family","order","class","phylum","kingdom","algae_type"
"6667","saccharina","kombu","protein calculated from reference nitrogen","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,16.9,"g/100 g",FALSE,"g/100 g","g/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6668","saccharina","kombu","protein calculated from reference nitrogen","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,16.9,"g/100 g",FALSE,"g/100 g","g/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6669","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6670","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6671","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6672","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6673","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6674","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6675","saccharina","kombu","protein calculated from reference nitrogen","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",6,"g/100 g",FALSE,"g/100 g","g/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6676","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6677","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6678","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6679","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6680","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6681","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6682","saccharina","kombu","fatty acid 16 4","09013","Algae, kombu, ""Enaga-oni-kombu"", dried","Algae","0",NA,0,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6683","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6684","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6685","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6686","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6687","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6688","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6689","saccharina","kombu","magnesium","09016","Algae, kombu, ""Hosome-kombu"", dried","Algae","0","Estimation from 09017",590,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6690","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6691","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6692","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6693","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6694","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6695","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6696","saccharina","kombu","cholesterol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6697","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6698","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6699","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6700","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6701","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6702","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6703","saccharina","kombu","calcium","09023","Algae, kombu, ""Tsukudani"" (simmered in soy sauce and sugar)","Algae","0","Sample: with sesame seeds",150,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6704","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6705","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6706","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6707","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6708","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6709","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6710","saccharina","kombu","cholesterol","09022","Algae, kombu, ""Shio-kombu""  (seasoned and dried)","Algae","0",NA,0,"mg/100 ｇ",FALSE,"mg/100 ｇ","mg/100 ｇ","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6711","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6712","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6713","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6714","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6715","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6716","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6717","saccharina","kombu","retinol","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,0,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6718","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6719","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6720","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6721","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6722","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6723","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6724","saccharina","kombu","fatty acid 15 0","09018","Algae, kombu, ""Mitsuishi-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6725","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6726","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6727","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6728","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6729","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6730","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6731","saccharina","kombu","fatty acid 15 0","09019","Algae, kombu, ""Rishiri-kombu"", dried","Algae","0","Estimation from 09017",6,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6732","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6733","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6734","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6735","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6736","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6737","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6738","saccharina","kombu","ash","09021","Algae, kombu, ""Kezuri-kombu"" (dried and thinly shaved)","Algae","0",NA,18,"g/100 g",FALSE,"g/100 g","g/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6739","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6740","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6741","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6742","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6743","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6744","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6745","saccharina","kombu","fatty acid 18 3 n 6","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",19,"mg/100 g",FALSE,"mg/100 g","mg/100 g","09019","rishiri kombu","Saccharina ochotensis","Laminaria ochotensis","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6746","saccharina","kombu","iodine","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",210000,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09013","enaga oni kombu","Saccharina diabolica","Laminaria diabolica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6747","saccharina","kombu","iodine","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",210000,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09014","gagome kombu","Saccharina sculpera","Kjellmaniella crassifolia","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6748","saccharina","kombu","iodine","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",210000,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09017","ma kombu","Saccharina japonica","Laminaria jaonica","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6749","saccharina","kombu","iodine","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",210000,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09018","mitsuishi kombu","Saccharina angustata","Laminaria angustata","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6750","saccharina","kombu","iodine","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",210000,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09015","naga kombu","Saccharina longissima","Laminaria longissima","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
"6751","saccharina","kombu","iodine","09015","Algae, kombu, ""Naga-kombu"", dried","Algae","0","Estimation from 09017",210000,"µg/100 g",FALSE,"µg/100 g","µg/100 g","09016","hosome kombu","Saccharina religiosa　","Laminaria religiosa","laminariaceae","laminariales","phaeophyceae","ochrophyta","chromista","brown"
